"","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-std()","tGravityAccMag-std()","tBodyAccJerkMag-std()","tBodyGyroMag-std()","tBodyGyroJerkMag-std()","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-std()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-std()"
"7213",-0.9637672,-0.87857732,-0.77169784,-0.95364382,-0.94074894,-0.81233735,-0.98188591,-0.96129386,-0.97622212,-0.93284194,-0.93592484,-0.79364641,-0.97697659,-0.98243618,-0.97625494,-0.82503864,-0.82503864,-0.96943063,-0.78242106,-0.97834582,-0.96429897,-0.86769149,-0.74563718,-0.98666877,-0.9652864,-0.97684356,-0.93660214,-0.92658644,-0.79727984,-0.8275816,-0.96397802,-0.76926641,-0.97622955
"7214",-0.99226883,-0.97226292,-0.94149968,-0.98714377,-0.98610602,-0.91325346,-0.99158107,-0.97855315,-0.99315887,-0.95975423,-0.97906723,-0.8728355,-0.99430976,-0.99184236,-0.99206452,-0.96093311,-0.96093311,-0.99198989,-0.86795114,-0.99274497,-0.99270362,-0.97283706,-0.9372198,-0.99191522,-0.98029129,-0.99333767,-0.96124104,-0.97638616,-0.87954265,-0.96311212,-0.99443513,-0.86411529,-0.99269462
"7215",-0.99301823,-0.97459028,-0.98640689,-0.99866559,-0.98178008,-0.99275043,-0.98983835,-0.98605379,-0.99492247,-0.98244013,-0.98548922,-0.92393018,-0.99519259,-0.99703708,-0.99211982,-0.98902723,-0.98902723,-0.99620937,-0.94425789,-0.99746836,-0.99364267,-0.97344101,-0.98493458,-0.99152722,-0.98848253,-0.99504004,-0.98267141,-0.9838104,-0.92919066,-0.98856924,-0.99794398,-0.94041443,-0.99801346
"7216",-0.99468802,-0.97873452,-0.9927314,-0.99768858,-0.99494673,-0.99706823,-0.99265136,-0.98936636,-0.99753085,-0.98993346,-0.98950335,-0.97330621,-0.99635819,-0.99764028,-0.99294627,-0.99469856,-0.99469856,-0.99708176,-0.98795251,-0.99781673,-0.99522974,-0.97701499,-0.9908103,-0.99373683,-0.9910201,-0.99672803,-0.98949629,-0.98737034,-0.97413148,-0.99418597,-0.99524806,-0.98760098,-0.99755886
"7217",-0.99480816,-0.98506165,-0.99006587,-0.99747621,-0.99527063,-0.99513429,-0.99612479,-0.99142697,-0.9951677,-0.99399648,-0.99248499,-0.99196464,-0.99797125,-0.99752321,-0.99543112,-0.99629113,-0.99629113,-0.99694463,-0.99303386,-0.99880613,-0.99467681,-0.98476752,-0.9894051,-0.99735892,-0.99241592,-0.99547554,-0.99365952,-0.99139172,-0.99288217,-0.99605074,-0.99649282,-0.99294711,-0.9984972
"7218",-0.99546599,-0.98905971,-0.99166721,-0.99704034,-0.99509568,-0.99447543,-0.99393729,-0.98741551,-0.99466574,-0.9966729,-0.9940063,-0.99002497,-0.99744453,-0.99653591,-0.99388816,-0.99528796,-0.99528796,-0.99547894,-0.9937824,-0.99793463,-0.9957797,-0.99025077,-0.99100214,-0.99493363,-0.98876111,-0.99372048,-0.99689681,-0.993683,-0.99205493,-0.99511145,-0.99526225,-0.99356125,-0.99827991
"7219",-0.99577195,-0.98532534,-0.98812844,-0.99960619,-0.98843718,-0.99580943,-0.99201291,-0.98354985,-0.98963582,-0.99427783,-0.99127806,-0.98887197,-0.99621798,-0.9958371,-0.9924235,-0.98778525,-0.98778525,-0.98989689,-0.99398131,-0.99622616,-0.99643328,-0.98695085,-0.98863202,-0.99260017,-0.98550085,-0.98980953,-0.99437315,-0.9908239,-0.98986356,-0.98957188,-0.99005895,-0.99419777,-0.99602669
"7220",-0.99517339,-0.98125371,-0.98263805,-0.99854535,-0.99210606,-0.99685788,-0.99251766,-0.98398189,-0.98637486,-0.99576286,-0.99058865,-0.9894947,-0.99645662,-0.99649783,-0.99235095,-0.986607,-0.986607,-0.99029533,-0.9918521,-0.996379,-0.99591239,-0.98284547,-0.98254429,-0.99372406,-0.98573065,-0.98585646,-0.99599187,-0.98959769,-0.99056596,-0.98893479,-0.99161814,-0.99147497,-0.99563863
"7221",-0.99152925,-0.96872495,-0.9754168,-0.99512189,-0.99640336,-0.98595982,-0.99193213,-0.98372388,-0.98878919,-0.99488463,-0.98166141,-0.97257672,-0.99590087,-0.99718159,-0.99179245,-0.98098738,-0.98098738,-0.9930309,-0.97823645,-0.99726519,-0.99149165,-0.96768919,-0.97374676,-0.99262096,-0.98544962,-0.98935757,-0.99520157,-0.97783607,-0.9726988,-0.98018409,-0.99428338,-0.97578049,-0.99682969
"7222",-0.98986269,-0.96575406,-0.97090784,-0.99498322,-0.99310695,-0.98537968,-0.98893111,-0.98049539,-0.98998226,-0.99326094,-0.98022197,-0.97156389,-0.9942555,-0.99441939,-0.98958409,-0.98188002,-0.98188002,-0.98790902,-0.97871911,-0.99239077,-0.99097505,-0.96509813,-0.96704884,-0.99063191,-0.98314389,-0.99066738,-0.99345833,-0.97796902,-0.97203793,-0.98205048,-0.986722,-0.97815647,-0.99195803
"7223",-0.98761635,-0.93063708,-0.96913952,-0.99350595,-0.98703971,-0.96707554,-0.98455554,-0.96991882,-0.98357364,-0.98559825,-0.98129497,-0.9647766,-0.98985924,-0.99195245,-0.98565838,-0.95821098,-0.95821098,-0.97833478,-0.96874456,-0.99005173,-0.98858324,-0.92923449,-0.96940386,-0.98530389,-0.9678785,-0.98569347,-0.98582393,-0.9795508,-0.96594882,-0.95904454,-0.97853103,-0.96794464,-0.98969575
"7224",-0.98797674,-0.93259641,-0.96742849,-0.99784554,-0.95728561,-0.98639702,-0.9849416,-0.97042227,-0.98303656,-0.98328669,-0.98354766,-0.95525597,-0.98990256,-0.99200401,-0.98688389,-0.95684914,-0.95684914,-0.98053166,-0.97201828,-0.99350541,-0.98947571,-0.92823775,-0.96693222,-0.98669481,-0.9710777,-0.98530525,-0.98339206,-0.98309837,-0.95699128,-0.95839173,-0.98185174,-0.9706106,-0.99507285
"7225",-0.9830106,-0.96168722,-0.96433077,-0.99598402,-0.98599154,-0.97374044,-0.97201662,-0.97687881,-0.9805528,-0.98663624,-0.98150462,-0.9740191,-0.99074856,-0.98339762,-0.98467881,-0.97069148,-0.97069148,-0.96800178,-0.97993512,-0.98105773,-0.98617791,-0.96194136,-0.96412687,-0.97453105,-0.97904474,-0.98050052,-0.98722407,-0.98330753,-0.97556692,-0.9722518,-0.96576242,-0.98294581,-0.98216972
"7226",-0.98245058,-0.93298068,-0.95747233,-0.99892851,-0.98328213,-0.99285453,-0.97113972,-0.97310375,-0.97758249,-0.9821282,-0.97860161,-0.93816324,-0.98981348,-0.98308536,-0.98112617,-0.95861463,-0.95861463,-0.96680696,-0.96097069,-0.9799488,-0.98486955,-0.92821057,-0.95606847,-0.97340301,-0.9746634,-0.97967264,-0.98222416,-0.97996606,-0.93839517,-0.96068206,-0.96500319,-0.9598069,-0.98050909
"7227",-0.99210488,-0.936926,-0.97423915,-0.99699504,-0.97753389,-0.98575735,-0.98873376,-0.97896851,-0.98589477,-0.98599056,-0.98190347,-0.93843246,-0.99432661,-0.99377616,-0.98785217,-0.9563296,-0.9563296,-0.9845018,-0.96052769,-0.99181788,-0.99305386,-0.93095482,-0.97371146,-0.99123571,-0.98159681,-0.98727543,-0.98736571,-0.97947297,-0.94057331,-0.95538267,-0.98220608,-0.95736458,-0.99050948
"7228",-0.99470961,-0.98321259,-0.97895573,-0.99566553,-0.99361372,-0.98030422,-0.99196063,-0.98756552,-0.99007534,-0.9958385,-0.98475349,-0.97739573,-0.99788913,-0.99653236,-0.99447552,-0.9866139,-0.9866139,-0.99159829,-0.98579027,-0.99763207,-0.9954404,-0.98386737,-0.97966011,-0.99368073,-0.98932554,-0.99110122,-0.99590159,-0.9825488,-0.97787629,-0.98693356,-0.99230214,-0.98479866,-0.99775514
"7229",-0.99616129,-0.98398389,-0.977155,-0.99813859,-0.99489952,-0.98968905,-0.99306105,-0.99061249,-0.9905607,-0.99681062,-0.98796828,-0.98227727,-0.99754675,-0.99663437,-0.99446362,-0.98754892,-0.98754892,-0.99429676,-0.98747622,-0.99784314,-0.99678502,-0.98272588,-0.9743751,-0.99331137,-0.99183225,-0.99208663,-0.9971148,-0.98574652,-0.98303336,-0.98808722,-0.99508687,-0.98640883,-0.99805595
"7230",-0.99593745,-0.99128592,-0.98347189,-0.99787957,-0.99617025,-0.99089296,-0.99488132,-0.99207603,-0.99299168,-0.99478988,-0.98947766,-0.99135304,-0.99756185,-0.99511848,-0.99484727,-0.99155212,-0.99155212,-0.99651141,-0.99087985,-0.99628713,-0.99591834,-0.9913746,-0.98196537,-0.99460873,-0.99218742,-0.99416147,-0.9945003,-0.98875509,-0.99207299,-0.99182769,-0.99597243,-0.99069154,-0.99618297
"7231",-0.85404211,-0.80490965,-0.85077295,-0.76941631,-0.8504852,-0.8501023,-0.82767111,-0.90950121,-0.91991134,-0.94891289,-0.82286727,-0.68771523,-0.9411684,-0.8965502,-0.79362522,-0.79846945,-0.79846945,-0.81279528,-0.75956736,-0.86888907,-0.86715861,-0.7978739,-0.84788135,-0.85353899,-0.92059632,-0.93361951,-0.95553568,-0.81785062,-0.72248137,-0.83330471,-0.82448001,-0.7661105,-0.87921905
"7232",-0.89855936,-0.9182521,-0.9388432,-0.93451623,-0.96934175,-0.96491287,-0.84807876,-0.92995786,-0.93946888,-0.96801256,-0.9344367,-0.85624735,-0.96386903,-0.95314012,-0.8655448,-0.83538913,-0.83538913,-0.80469077,-0.87302931,-0.90404751,-0.91796368,-0.92561249,-0.94947184,-0.89235456,-0.94478502,-0.95785155,-0.97261422,-0.93686955,-0.88302571,-0.86994555,-0.79998689,-0.87472317,-0.91195471
"7233",-0.99117182,-0.9824992,-0.98272174,-0.98896552,-0.98233659,-0.98064673,-0.98924467,-0.9953576,-0.99463649,-0.98649223,-0.98902484,-0.99034684,-0.99583692,-0.99554956,-0.99548976,-0.98957179,-0.98957179,-0.99407802,-0.98880226,-0.99645874,-0.99182804,-0.98112245,-0.98031519,-0.99109768,-0.99596465,-0.99522066,-0.98685933,-0.98775673,-0.99084612,-0.98861606,-0.99337033,-0.98829341,-0.99683395
"7234",-0.99258102,-0.99324357,-0.98641637,-0.98947483,-0.99367116,-0.98963165,-0.99031942,-0.99349143,-0.99396911,-0.99250156,-0.9920444,-0.99395511,-0.99482906,-0.99575328,-0.99610783,-0.99484597,-0.99484597,-0.99400685,-0.98897124,-0.99715042,-0.99323837,-0.9931348,-0.98526186,-0.99045002,-0.99383526,-0.99420829,-0.99287851,-0.99143098,-0.99483982,-0.99399534,-0.99333449,-0.9887229,-0.9973865
"7235",-0.99313195,-0.99298589,-0.98774201,-0.99575038,-0.99753637,-0.99513236,-0.99454723,-0.99339377,-0.99176627,-0.994693,-0.98920289,-0.99245594,-0.99548945,-0.99640847,-0.99667723,-0.99267127,-0.99267127,-0.9944857,-0.98746672,-0.99789174,-0.99339645,-0.99301504,-0.98714229,-0.99583966,-0.99351102,-0.99264133,-0.99486673,-0.98787753,-0.99285459,-0.99218862,-0.99289905,-0.98673033,-0.99773889
"7236",-0.99605419,-0.99560017,-0.99010569,-0.98742167,-0.99506092,-0.98621396,-0.9962928,-0.99366137,-0.98920512,-0.99782036,-0.99160621,-0.99496073,-0.99712905,-0.99754832,-0.99733128,-0.99091069,-0.99091069,-0.99257784,-0.99120222,-0.99866147,-0.99591179,-0.99563058,-0.9909653,-0.99634502,-0.99388634,-0.98963418,-0.99816758,-0.99071046,-0.99581168,-0.99149758,-0.99335091,-0.99017958,-0.99822285
"7237",-0.99581304,-0.99647981,-0.99086156,-0.99539055,-0.99753132,-0.99495286,-0.99530365,-0.99284616,-0.99088431,-0.99837854,-0.9934025,-0.99618021,-0.99830104,-0.99692022,-0.99614093,-0.99515914,-0.99515914,-0.99424244,-0.99572798,-0.99815742,-0.99580253,-0.99761663,-0.99140953,-0.99559296,-0.99431999,-0.99043603,-0.99855177,-0.99257468,-0.99676683,-0.99590366,-0.99468092,-0.99596695,-0.99808374
"7238",-0.99679002,-0.99795003,-0.99460846,-0.99553599,-0.99907917,-0.99352294,-0.99442984,-0.99443712,-0.99248868,-0.99780996,-0.99570542,-0.99761369,-0.99816645,-0.99728788,-0.99601724,-0.99671647,-0.99671647,-0.99483973,-0.9959656,-0.9983232,-0.9975226,-0.99842311,-0.99461754,-0.99557612,-0.9952097,-0.99139067,-0.99795905,-0.9958507,-0.9984933,-0.99639281,-0.99243845,-0.99621992,-0.99833227
"7239",-0.99580214,-0.99392794,-0.98948038,-0.99736709,-0.99830591,-0.99575625,-0.99364146,-0.99211105,-0.99193356,-0.99625438,-0.99316938,-0.99768282,-0.99563239,-0.99783926,-0.996339,-0.99356329,-0.99356329,-0.99344611,-0.99355809,-0.99758978,-0.99636715,-0.99400272,-0.98995256,-0.99400025,-0.99190085,-0.99199746,-0.99687356,-0.99223407,-0.99865649,-0.99295111,-0.99234254,-0.99280485,-0.99728169
"7240",-0.99427795,-0.99043297,-0.98596581,-0.9977424,-0.99830221,-0.99321292,-0.9935788,-0.98790809,-0.99201585,-0.99095166,-0.98911475,-0.9973947,-0.99422198,-0.99633876,-0.9958068,-0.99542804,-0.99542804,-0.99390383,-0.98660804,-0.9961518,-0.9943483,-0.99111595,-0.98480281,-0.99314179,-0.98904865,-0.99195959,-0.99175426,-0.98731432,-0.99832364,-0.99571645,-0.99346072,-0.98628196,-0.99663521
"7241",-0.98813402,-0.9661556,-0.97517481,-0.9959239,-0.99771216,-0.99188331,-0.98332082,-0.96237119,-0.96847135,-0.98806091,-0.97362483,-0.98203531,-0.98581928,-0.97959261,-0.98334459,-0.97375767,-0.97375767,-0.96212548,-0.96625934,-0.97367785,-0.98889217,-0.96793318,-0.98026588,-0.98324062,-0.96110703,-0.97034052,-0.98975003,-0.97459559,-0.98528134,-0.97855105,-0.95540918,-0.96895791,-0.97161896
"7242",-0.98441061,-0.95998786,-0.97293055,-0.99201136,-0.99780362,-0.99823004,-0.9783,-0.95981502,-0.96610945,-0.98625507,-0.97068496,-0.97904926,-0.9821367,-0.97031968,-0.98026404,-0.97648671,-0.97648671,-0.96398221,-0.96592316,-0.96715886,-0.98578367,-0.96222161,-0.97953561,-0.97910829,-0.95855955,-0.96892172,-0.98808218,-0.97492786,-0.98252235,-0.98341749,-0.96228609,-0.9731855,-0.96701371
"7243",-0.9521648,-0.97399886,-0.95886931,-0.99582697,-0.99032226,-0.98592699,-0.94892399,-0.97794814,-0.96224312,-0.97209714,-0.84194855,-0.96333575,-0.97126874,-0.91848984,-0.9725419,-0.93353953,-0.93353953,-0.94030423,-0.80473578,-0.90504524,-0.95453044,-0.9748584,-0.96424792,-0.95459893,-0.97936982,-0.96638107,-0.97448478,-0.83246977,-0.9678052,-0.94261769,-0.94165749,-0.81602715,-0.90823704
"7244",-0.95255834,-0.97424698,-0.95674669,-0.99307088,-0.98440862,-0.97215847,-0.94957466,-0.98071688,-0.96330841,-0.97237383,-0.84255564,-0.96265562,-0.9715509,-0.92120344,-0.97391934,-0.93175114,-0.93175114,-0.93869948,-0.80212612,-0.90441349,-0.95511455,-0.973728,-0.96271058,-0.95605359,-0.98214367,-0.96806919,-0.9744399,-0.83258005,-0.96692502,-0.94044439,-0.93734469,-0.81206698,-0.90458752
"7245",-0.98225705,-0.97521901,-0.96961456,-0.99120352,-0.9946095,-0.98965741,-0.97668593,-0.98095018,-0.979896,-0.98180799,-0.97031458,-0.98750184,-0.9833162,-0.9792424,-0.99021552,-0.97003736,-0.97003736,-0.97135563,-0.95984965,-0.97480186,-0.98426401,-0.97660242,-0.96974687,-0.97887772,-0.98305286,-0.98150853,-0.98359793,-0.97136776,-0.98921528,-0.97328282,-0.96714601,-0.96372196,-0.97516223
"7246",-0.97575761,-0.95363219,-0.9609993,-0.9926811,-0.99602087,-0.99367668,-0.96863591,-0.9600105,-0.96977767,-0.97684106,-0.95736306,-0.98365337,-0.9791537,-0.96877136,-0.98328566,-0.96029616,-0.96029616,-0.95901856,-0.95350007,-0.96491772,-0.97800577,-0.95575444,-0.9650595,-0.97121648,-0.96352637,-0.97290567,-0.97783334,-0.95751981,-0.98610866,-0.96636768,-0.95600579,-0.95820187,-0.96659643
"7247",-0.98186993,-0.95790079,-0.97470591,-0.99249468,-0.99702661,-0.9955186,-0.97758785,-0.96165654,-0.97746616,-0.98315681,-0.968743,-0.9861809,-0.9843496,-0.9760455,-0.98562803,-0.96842795,-0.96842795,-0.96471312,-0.96270925,-0.97096758,-0.98393304,-0.95948719,-0.97762185,-0.98097747,-0.96331823,-0.9793797,-0.98420828,-0.9693134,-0.98854678,-0.97344723,-0.95899026,-0.96509872,-0.97101299
"7248",-0.9131944,-0.5781602,-0.68788981,-0.93438519,-0.98106788,-0.96851063,-0.93352119,-0.82118683,-0.85306955,-0.71475553,-0.82056678,-0.78708224,-0.87054931,-0.90429208,-0.92487964,-0.74921224,-0.74921224,-0.82020014,-0.71483964,-0.8887972,-0.91193566,-0.54578422,-0.67492032,-0.94470568,-0.82466056,-0.88898906,-0.70932758,-0.81102326,-0.79985466,-0.7608734,-0.82028089,-0.7096464,-0.88386604
"7249",-0.93053683,-0.67318754,-0.70825182,-0.9335366,-0.95794492,-0.93232948,-0.95354444,-0.88797345,-0.87441643,-0.80225285,-0.91808996,-0.91777947,-0.89541643,-0.92486784,-0.94769239,-0.74221648,-0.74221648,-0.84013608,-0.76147665,-0.88894798,-0.92725541,-0.65384085,-0.71105111,-0.96610171,-0.90755599,-0.92278706,-0.80418874,-0.93374756,-0.92786669,-0.7694833,-0.8466156,-0.76882681,-0.89056019
"7250",-0.98361071,-0.93961525,-0.93580255,-0.96099481,-0.95217186,-0.89367729,-0.99241518,-0.97533936,-0.99084823,-0.960313,-0.97717002,-0.98177431,-0.98661341,-0.99280827,-0.99371121,-0.92080873,-0.92080873,-0.98595236,-0.94568832,-0.99153417,-0.98288829,-0.9357488,-0.92610943,-0.99366682,-0.97868141,-0.99442341,-0.96445426,-0.97796127,-0.98327339,-0.91627719,-0.98599847,-0.95079995,-0.9907551
"7251",-0.95123774,-0.96570686,-0.95689397,-0.97100002,-0.98347089,-0.96654446,-0.96230276,-0.96904382,-0.9738818,-0.98018384,-0.9401276,-0.92978859,-0.98396486,-0.95438189,-0.96779968,-0.94222482,-0.94222482,-0.95294918,-0.92692852,-0.94342001,-0.95209504,-0.96891414,-0.95868737,-0.96837335,-0.97157512,-0.97374288,-0.98060107,-0.94038324,-0.9342592,-0.94812262,-0.94592495,-0.93036137,-0.93534066
"7252",-0.95662445,-0.96287724,-0.96514591,-0.9471214,-0.99327568,-0.97305177,-0.96108083,-0.96710645,-0.97394179,-0.97466265,-0.93901288,-0.93306517,-0.98173343,-0.95399725,-0.96637289,-0.93964061,-0.93964061,-0.95439181,-0.92459537,-0.94520567,-0.95706352,-0.96555737,-0.96516221,-0.96561696,-0.97056223,-0.97378641,-0.97454505,-0.93940682,-0.93761906,-0.94572636,-0.9487981,-0.92804288,-0.93860843
"7253",-0.97932171,-0.96403553,-0.9782832,-0.97524146,-0.99332912,-0.98838147,-0.98577144,-0.9778257,-0.98622018,-0.98292557,-0.97698339,-0.97850432,-0.9872122,-0.9882344,-0.98478417,-0.97771636,-0.97771636,-0.98846529,-0.98037074,-0.98942243,-0.97939771,-0.96318045,-0.97760804,-0.9859609,-0.98092178,-0.98671622,-0.98268803,-0.97564752,-0.98083705,-0.98098088,-0.98925271,-0.98189545,-0.99079295
"7254",-0.9656303,-0.9482203,-0.97022664,-0.98926882,-0.9925076,-0.99053214,-0.96573425,-0.96157492,-0.9722861,-0.98149439,-0.93790905,-0.94897648,-0.98062463,-0.96377993,-0.96207905,-0.95826462,-0.95826462,-0.9624275,-0.93717319,-0.96002087,-0.96633198,-0.94843368,-0.97303133,-0.96811199,-0.96116923,-0.97489881,-0.98283664,-0.93503423,-0.95361381,-0.96262641,-0.96164995,-0.94001016,-0.95639549
"7255",-0.96862451,-0.95506783,-0.97645427,-0.99448986,-0.98518282,-0.97993535,-0.96824179,-0.96558497,-0.97739672,-0.98477735,-0.94085558,-0.9515538,-0.98306524,-0.96551494,-0.9643642,-0.95446843,-0.95446843,-0.95801955,-0.92869432,-0.95731521,-0.96967377,-0.95503961,-0.97972808,-0.97126532,-0.96457639,-0.9813346,-0.98580979,-0.93811427,-0.95642147,-0.95603657,-0.95136888,-0.92831715,-0.95013235
"7256",-0.99371425,-0.98671712,-0.98706275,-0.99604721,-0.99147729,-0.98646997,-0.99568538,-0.99036168,-0.98797263,-0.99252824,-0.98746917,-0.99357727,-0.99502399,-0.99682051,-0.99390944,-0.99297115,-0.99297115,-0.98995606,-0.98984843,-0.99726957,-0.99362746,-0.98648969,-0.98736288,-0.99682455,-0.9926323,-0.98870846,-0.9927333,-0.9857689,-0.99486983,-0.99328708,-0.99141202,-0.99050153,-0.99747432
"7257",-0.99010921,-0.98984568,-0.98672364,-0.99597853,-0.99755334,-0.9937356,-0.99556577,-0.9897074,-0.984289,-0.99304909,-0.98636021,-0.9911669,-0.99568959,-0.99659678,-0.9960638,-0.9906646,-0.9906646,-0.98844745,-0.99031311,-0.99709057,-0.98958861,-0.99022158,-0.98832427,-0.99592801,-0.99075955,-0.98522662,-0.99374167,-0.98416164,-0.9912248,-0.99179663,-0.98838724,-0.98949984,-0.99745319
"7258",-0.98829862,-0.99081336,-0.98726648,-0.98946935,-0.99335984,-0.98698762,-0.9957623,-0.99123718,-0.98830155,-0.99279889,-0.98979596,-0.99113676,-0.99638662,-0.99710441,-0.996566,-0.98711115,-0.98711115,-0.99379191,-0.99044314,-0.99779234,-0.98685196,-0.99162605,-0.98890735,-0.99605037,-0.99243402,-0.98986274,-0.99264631,-0.98840067,-0.99110596,-0.98685651,-0.99321651,-0.98939869,-0.99796867
"7259",-0.99072117,-0.99312599,-0.99050187,-0.98108827,-0.99224577,-0.9882511,-0.99812374,-0.99450978,-0.99465204,-0.99513067,-0.99201631,-0.99450756,-0.99625906,-0.99849917,-0.9975091,-0.98929405,-0.98929405,-0.99842655,-0.99613393,-0.99904863,-0.99056677,-0.99223128,-0.9891033,-0.9985306,-0.99483221,-0.99440703,-0.99623893,-0.99062203,-0.99471925,-0.98868006,-0.99670496,-0.99628416,-0.99909952
"7260",-0.99314211,-0.99389602,-0.99863097,-0.9956918,-0.99602595,-0.99850686,-0.99838901,-0.99361819,-0.99585706,-0.99626551,-0.99180295,-0.99575742,-0.99754453,-0.99868878,-0.99696653,-0.9984552,-0.9984552,-0.99794998,-0.99754638,-0.99917738,-0.99220538,-0.99336772,-0.99827679,-0.99904874,-0.99400453,-0.9959633,-0.99625851,-0.99011285,-0.9959591,-0.9977479,-0.9965875,-0.99732323,-0.99915399
"7261",-0.99401411,-0.99300726,-0.99432571,-0.99638935,-0.99792271,-0.99822454,-0.99635335,-0.9905614,-0.99174111,-0.99630111,-0.99103219,-0.99479165,-0.99802877,-0.99807479,-0.99625836,-0.99544578,-0.99544578,-0.99561991,-0.99427861,-0.99891469,-0.99379842,-0.99379781,-0.99507671,-0.99740935,-0.99178358,-0.99161841,-0.99629485,-0.98920686,-0.9956576,-0.99547492,-0.99428158,-0.99383777,-0.99855022
"7262",-0.99501732,-0.99167015,-0.98704231,-0.99662025,-0.99799689,-0.99561191,-0.99563042,-0.98913953,-0.9902446,-0.99633235,-0.99095075,-0.99465328,-0.9978331,-0.99841587,-0.99737032,-0.99316157,-0.99316157,-0.99416018,-0.99503545,-0.9993211,-0.99483353,-0.99233757,-0.98604011,-0.99640402,-0.99028562,-0.98960256,-0.99620946,-0.98900062,-0.99491761,-0.99337143,-0.99464339,-0.99453919,-0.99886168
"7263",-0.23982512,-0.15938856,0.035168876,-0.95631516,-0.81431339,-0.80753244,-0.18828955,-0.25865473,-0.52269934,-0.42782423,0.0336506,-0.23686378,-0.3885027,-0.48120021,-0.45902016,-0.20445372,-0.20445372,-0.21717281,-0.15391157,-0.5058981,-0.29585916,-0.21917804,0.087492785,-0.27800596,-0.31747722,-0.59753584,-0.46332967,0.10429959,-0.29742192,-0.33085073,-0.25620629,-0.21259397,-0.56524429
"7264",-0.21895259,-0.098182223,-0.043877042,-0.98400556,-0.95815896,-0.93898001,-0.16423704,-0.19816583,-0.53661156,-0.31322103,0.071429498,-0.11833131,-0.27253335,-0.44368051,-0.4246677,-0.23145133,-0.23145133,-0.21150796,-0.1286654,-0.51599086,-0.24899948,-0.15807753,-0.002182508,-0.22528078,-0.25033389,-0.58142268,-0.34510218,0.1596649,-0.17759483,-0.37405297,-0.24920697,-0.19979863,-0.57314235
"7265",-0.2648545,-0.097578411,-0.097461833,-0.96953112,-0.97759732,-0.94869272,-0.23522305,-0.20372183,-0.53807658,-0.23482044,0.092534952,-0.091010113,-0.29763209,-0.43825758,-0.43445937,-0.22508066,-0.22508066,-0.25297199,-0.12971968,-0.55401043,-0.28170537,-0.13904846,-0.052946925,-0.30663775,-0.23397448,-0.57271567,-0.24802991,0.1235085,-0.16014881,-0.36655227,-0.30538725,-0.2057455,-0.60162265
"7266",-0.30247884,-0.12294013,-0.13816211,-0.98221613,-0.9759298,-0.91799991,-0.33202249,-0.26095615,-0.54625999,-0.25012486,0.081910672,-0.091511637,-0.41176752,-0.47374615,-0.44752169,-0.26256692,-0.26256692,-0.33377998,-0.20617499,-0.56646693,-0.29128172,-0.16994806,-0.10489572,-0.38552884,-0.27669667,-0.60737943,-0.26167908,0.172966,-0.14747379,-0.39530982,-0.33393084,-0.29694306,-0.61168703
"7267",-0.36277376,-0.15006989,-0.16055825,-0.97004392,-0.97508486,-0.95491796,-0.41036086,-0.32412167,-0.59139508,-0.34407881,0.056308069,-0.10804113,-0.47585759,-0.47106982,-0.45644193,-0.40988456,-0.40988456,-0.41917207,-0.31309609,-0.52348623,-0.35503477,-0.18279496,-0.11407705,-0.45460508,-0.35610222,-0.61214019,-0.33892352,0.15816306,-0.17242892,-0.49390842,-0.41472398,-0.37178035,-0.57129613
"7268",-0.3045666,-0.16243821,-0.18204429,-0.98458827,-0.9797667,-0.95392096,-0.39109579,-0.25768943,-0.58168048,-0.32491921,0.061521684,-0.14247498,-0.41128369,-0.47154205,-0.46792616,-0.36755281,-0.36755281,-0.37396864,-0.29627705,-0.50771953,-0.29584558,-0.20720937,-0.14545852,-0.4145801,-0.23019333,-0.63325281,-0.33362615,0.14386531,-0.22052873,-0.45079194,-0.37988653,-0.35948568,-0.5781819
"7269",-0.29397616,-0.15125308,-0.1859539,-0.97646058,-0.98251664,-0.93242124,-0.35883503,-0.2299884,-0.59006416,-0.32918296,0.014370827,-0.12568118,-0.38492628,-0.51494668,-0.47751464,-0.32817116,-0.32817116,-0.34308406,-0.26165667,-0.55371405,-0.280225,-0.19285903,-0.14732634,-0.37762088,-0.21380416,-0.64890402,-0.33994433,0.11638595,-0.18606219,-0.44644323,-0.36864603,-0.33186085,-0.58556875
